-0.002;0.0146875
-0.001996;0.015625
-0.001992;0.0128125
-0.001988;-0.00875
-0.001984;0.0209375
-0.00198;-0.0065625
-0.001976;0.03875
-0.001972;-0.001875
-0.001968;0.015625
-0.001964;0.01625
-0.00196;-0.01125
-0.001956;0.00125
-0.001952;0.0253125
-0.001948;0.0215625
-0.001944;-0.0053125
-0.00194;0.0190625
-0.001936;-0.0021875
-0.001932;0.0225
-0.001928;0.014375
-0.001924;0.0046875
-0.00192;0.0028125
-0.001916;0.00875
-0.001912;0.015625
-0.001908;0.0134375
-0.001904;-0.0090625
-0.0019;-0.0003125
-0.001896;0.0025
-0.001892;-0.00875
-0.001888;0.0175
-0.001884;0.0040625
-0.00188;0.00875
-0.001876;-0.0071875
-0.001872;-0.0115625
-0.001868;0.0171875
-0.001864;-0.0090625
-0.00186;-0.0225
-0.001856;-0.00375
-0.001852;0.0003125
-0.001848;-0.010625
-0.001844;0.0109375
-0.00184;0.0103125
-0.001836;0.006875
-0.001832;0.0065625
-0.001828;-0.010625
-0.001824;0.009375
-0.00182;-0.010625
-0.001816;-0.0153125
-0.001812;-0.0159375
-0.001808;0.024375
-0.001804;0.008125
-0.0018;0.01125
-0.001796;0.01625
-0.001792;-0.0075
-0.001788;0.0096875
-0.001784;0.0021875
-0.00178;-0.015625
-0.001776;0.01625
-0.001772;-0.0034375
-0.001768;-0.0075
-0.001764;-0.0128125
-0.00176;-0.0175
-0.001756;0.028125
-0.001752;0.0009375
-0.001748;-0.033125
-0.001744;-0.0246875
-0.00174;-0.0196875
-0.001736;0.009375
-0.001732;-0.005625
-0.001728;0.0234375
-0.001724;-0.006875
-0.00172;-0.0034375
-0.001716;0.0053125
-0.001712;-0.0003125
-0.001708;-0.0234375
-0.001704;-0.013125
-0.0017;0.0096875
-0.001696;0.014375
-0.001692;-0.0115625
-0.001688;0.0053125
-0.001684;-0.014375
-0.00168;-0.0109375
-0.001676;-0.005
-0.001672;0.00875
-0.001668;0.0071875
-0.001664;0.0046875
-0.00166;0.000625
-0.001656;0.006875
-0.001652;-0.0128125
-0.001648;-0.0128125
-0.001644;-0.0171875
-0.00164;-0.0053125
-0.001636;-0.00375
-0.001632;0.00375
-0.001628;-0.0134375
-0.001624;-0.0196875
-0.00162;-0.009375
-0.001616;-0.0109375
-0.001612;-0.0025
-0.001608;-0.004375
-0.001604;-0.005625
-0.0016;-0.0040625
-0.001596;-0.019375
-0.001592;0.005625
-0.001588;0.0025
-0.001584;-0.005625
-0.00158;0.0115625
-0.001576;-0.0015625
-0.001572;0.0071875
-0.001568;0.00625
-0.001564;-0.0034375
-0.00156;-0.0071875
-0.001556;0.0203125
-0.001552;0.0075
-0.001548;0
-0.001544;-0.0065625
-0.00154;-0.0103125
-0.001536;-0.00625
-0.001532;-0.0078125
-0.001528;-0.0090625
-0.001524;0.003125
-0.00152;0.0009375
-0.001516;-0.0009375
-0.001512;-0.00875
-0.001508;0.008125
-0.001504;-0.0146875
-0.0015;0.01625
-0.001496;-0.00375
-0.001492;-0.005
-0.001488;-0.0159375
-0.001484;-0.011875
-0.00148;-0.0190625
-0.001476;0.005
-0.001472;-0.00625
-0.001468;-0.016875
-0.001464;0.0025
-0.00146;-0.0178125
-0.001456;-0.0059375
-0.001452;-0.003125
-0.001448;0.01125
-0.001444;0.0096875
-0.00144;0.009375
-0.001436;-0.00625
-0.001432;-0.0071875
-0.001428;-0.0103125
-0.001424;-0.0190625
-0.00142;0.0025
-0.001416;-0.0009375
-0.001412;-0.016875
-0.001408;0.0175
-0.001404;-0.001875
-0.0014;-0.0071875
-0.001396;0.0059375
-0.001392;0.0096875
-0.001388;-0.02625
-0.001384;-0.01125
-0.00138;0.001875
-0.001376;0.016875
-0.001372;-0.025625
-0.001368;-0.0134375
-0.001364;-0.0140625
-0.00136;-0.0275
-0.001356;-0.01375
-0.001352;0.00875
-0.001348;-0.025625
-0.001344;-0.0090625
-0.00134;-0.009375
-0.001336;-0.0140625
-0.001332;-0.015625
-0.001328;-0.019375
-0.001324;-0.0153125
-0.00132;-0.0315625
-0.001316;0.000625
-0.001312;-0.0053125
-0.001308;-0.0165625
-0.001304;-0.0025
-0.0013;0.0009375
-0.001296;-0.011875
-0.001292;0.0171875
-0.001288;-0.00125
-0.001284;-0.0296875
-0.00128;-0.0059375
-0.001276;-0.014375
-0.001272;0.0125
-0.001268;-0.02
-0.001264;-0.0128125
-0.00126;-0.0146875
-0.001256;0.008125
-0.001252;-0.0159375
-0.001248;0
-0.001244;-0.0175
-0.00124;0.0065625
-0.001236;0.0115625
-0.001232;-0.0115625
