4.000000e-007	5.190600e-010	4.000000e-007	-5.661700e-009	
4.100000e-007	6.076100e-010	4.100000e-007	-9.535800e-009	
4.200000e-007	5.543700e-010	4.200000e-007	-1.272500e-008	
4.300000e-007	4.845000e-010	4.300000e-007	-1.483400e-008	
4.400000e-007	5.439400e-010	4.400000e-007	-1.770900e-008	
4.500000e-007	4.865400e-010	4.500000e-007	-2.519900e-008	
4.600000e-007	4.727000e-010	4.600000e-007	-3.751200e-008	
4.700000e-007	5.628400e-010	4.700000e-007	-4.997800e-008	
4.800000e-007	5.395500e-010	4.800000e-007	-5.889200e-008	
4.900000e-007	5.181500e-010	4.900000e-007	-6.128300e-008	
5.000000e-007	4.817000e-010	5.000000e-007	-3.642000e-008	
5.100000e-007	4.472200e-010	5.100000e-007	-7.970400e-009	
5.200000e-007	4.512300e-010	5.200000e-007	-1.401900e-009	
5.300000e-007	3.973900e-010	5.300000e-007	-1.367500e-009	
5.400000e-007	5.102900e-010	5.400000e-007	-1.345400e-009	
5.500000e-007	4.177300e-010	5.500000e-007	-1.334500e-009	
5.600000e-007	4.656000e-010	5.600000e-007	-1.899700e-009	
5.700000e-007	4.326300e-010	5.700000e-007	-1.392300e-009	
5.800000e-007	5.532400e-010	5.800000e-007	-1.402500e-009	
5.900000e-007	5.059800e-010	5.900000e-007	-1.309900e-009	
6.000000e-007	4.801200e-010	6.000000e-007	-1.307800e-009	
6.100000e-007	4.802700e-010	6.100000e-007	-1.367500e-009	
6.200000e-007	4.760300e-010	6.200000e-007	-1.573100e-009	
6.300000e-007	5.005300e-010	6.300000e-007	-1.412100e-009	
6.400000e-007	4.914600e-010	6.400000e-007	-1.307400e-009	
6.500000e-007	4.463100e-010	6.500000e-007	-1.322900e-009	
6.600000e-007	5.257900e-010	6.600000e-007	-1.324200e-009	
6.700000e-007	5.055200e-010	6.700000e-007	-1.326500e-009	
6.800000e-007	5.040900e-010	6.800000e-007	-1.327800e-009	
6.900000e-007	4.867700e-010	6.900000e-007	-1.534000e-009	
7.000000e-007	5.319900e-010	7.000000e-007	-5.125600e-009	
7.100000e-007	5.241300e-010	7.100000e-007	-1.195600e-008	
7.200000e-007	5.407600e-010	7.200000e-007	-9.884400e-009	
7.300000e-007	5.862100e-010	7.300000e-007	-2.191400e-008	
7.400000e-007	4.580300e-010	7.400000e-007	-2.850700e-008	
7.500000e-007	5.190600e-010	7.500000e-007	-1.286000e-008	
7.600000e-007	4.349700e-010	7.600000e-007	-3.890300e-008	
7.700000e-007	5.322200e-010	7.700000e-007	-4.697600e-008	
7.800000e-007	6.778600e-010	7.800000e-007	-1.975400e-008	
7.900000e-007	5.251900e-010	7.900000e-007	-3.331100e-008	
8.000000e-007	5.262400e-010	8.000000e-007	-4.752600e-008	
				
