4.000000e-007	4.751200e-010	4.000000e-007	-1.945100e-007	
4.100000e-007	4.900200e-010	4.100000e-007	-2.091700e-007	
4.200000e-007	4.601500e-010	4.200000e-007	-2.223600e-007	
4.300000e-007	5.478700e-010	4.300000e-007	-2.172000e-007	
4.400000e-007	5.550600e-010	4.400000e-007	-2.388500e-007	
4.500000e-007	5.047700e-010	4.500000e-007	-2.652100e-007	
4.600000e-007	4.425300e-010	4.600000e-007	-3.027900e-007	
4.700000e-007	4.353500e-010	4.700000e-007	-3.392200e-007	
4.800000e-007	4.702800e-010	4.800000e-007	-3.709200e-007	
4.900000e-007	4.738400e-010	4.900000e-007	-3.852100e-007	
5.000000e-007	5.693500e-010	5.000000e-007	-3.048500e-007	
5.100000e-007	4.436700e-010	5.100000e-007	-2.141800e-007	
5.200000e-007	4.866200e-010	5.200000e-007	-1.794700e-007	
5.300000e-007	5.191400e-010	5.300000e-007	-1.788800e-007	
5.400000e-007	5.052200e-010	5.400000e-007	-1.787500e-007	
5.500000e-007	3.949700e-010	5.500000e-007	-1.788500e-007	
5.600000e-007	4.859400e-010	5.600000e-007	-1.785600e-007	
5.700000e-007	5.144500e-010	5.700000e-007	-1.787700e-007	
5.800000e-007	5.115700e-010	5.800000e-007	-1.786900e-007	
5.900000e-007	4.643100e-010	5.900000e-007	-1.788100e-007	
6.000000e-007	3.555700e-010	6.000000e-007	-1.789200e-007	
6.100000e-007	4.292200e-010	6.100000e-007	-1.790100e-007	
6.200000e-007	5.081700e-010	6.200000e-007	-1.790800e-007	
6.300000e-007	4.573500e-010	6.300000e-007	-1.786300e-007	
6.400000e-007	4.637100e-010	6.400000e-007	-1.787500e-007	
6.500000e-007	4.615900e-010	6.500000e-007	-1.787400e-007	
6.600000e-007	4.151600e-010	6.600000e-007	-1.792300e-007	
6.700000e-007	5.685200e-010	6.700000e-007	-1.790100e-007	
6.800000e-007	4.680900e-010	6.800000e-007	-1.791700e-007	
6.900000e-007	4.607600e-010	6.900000e-007	-1.797900e-007	
7.000000e-007	4.291500e-010	7.000000e-007	-1.844200e-007	
7.100000e-007	5.501400e-010	7.100000e-007	-2.117000e-007	
7.200000e-007	4.823100e-010	7.200000e-007	-2.083700e-007	
7.300000e-007	4.567500e-010	7.300000e-007	-2.413000e-007	
7.400000e-007	4.896400e-010	7.400000e-007	-2.571900e-007	
7.500000e-007	4.632500e-010	7.500000e-007	-2.151700e-007	
7.600000e-007	5.224600e-010	7.600000e-007	-2.876600e-007	
7.700000e-007	4.469900e-010	7.700000e-007	-3.086700e-007	
7.800000e-007	5.431800e-010	7.800000e-007	-2.395400e-007	
7.900000e-007	4.714200e-010	7.900000e-007	-2.698700e-007	
8.000000e-007	5.042400e-010	8.000000e-007	-3.180600e-007	
				
